City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,buta,2.7858,24.73,28.44,65,97,0.41,CD,1715328843
277,aral,40.5156,81.2636,31.59,7,0,6.63,CN,1715328844
278,novokayakent,42.3937,47.9861,16.94,63,86,6.24,RU,1715328668
279,roxas,11.5853,122.7511,30.64,58,6,3.37,PH,1715328847
280,sayaxche,16.5167,-90.1667,25.37,86,92,0.16,GT,1715328848
281,saint-joseph,-21.3667,55.6167,27.21,66,19,7.0,RE,1715328848
282,maraba,-5.3686,-49.1178,26.1,94,20,1.54,BR,1715328849
283,marsa alam,25.0757,34.8918,31.51,23,44,2.69,EG,1715328850
284,staritsa,56.5075,34.9354,7.54,58,100,5.16,RU,1715328851
285,luanda,-8.8368,13.2343,28.0,83,100,1.03,AO,1715328673
286,tulun,54.5611,100.5792,14.9,33,91,0.25,RU,1715328853
287,singaraja,-8.112,115.0882,29.04,75,48,2.32,ID,1715328855
288,palu,-0.8917,119.8707,30.02,76,83,1.29,ID,1715328711
289,enoch,37.7733,-113.0244,5.26,93,0,0.0,US,1715328857
290,beatrice,40.2681,-96.747,12.37,87,0,0.0,US,1715328858
291,yuzhno-kurilsk,44.0306,145.8556,11.88,64,27,2.32,RU,1715328859
292,mar del plata,-38.0023,-57.5575,10.49,67,0,2.57,AR,1715328860
293,badger,64.8,-147.5333,6.95,81,100,2.06,US,1715328860
294,reuleuet,5.2167,96.2833,29.75,77,85,1.39,ID,1715328861
295,afonso bezerra,-5.4983,-36.5056,23.96,76,94,2.8,BR,1715328862
296,trzebiatow,54.0615,15.2648,14.47,87,93,4.17,PL,1715328863
297,novyy urengoy,66.0833,76.6333,0.51,100,100,8.26,RU,1715328682
298,al bawiti,28.3492,28.8659,31.19,17,53,4.68,EG,1715328864
299,edson,53.5835,-116.4356,6.08,65,0,1.03,CA,1715328865
300,waycross,31.2136,-82.354,21.14,95,40,2.57,US,1715328865
301,benjamin constant,-4.3831,-70.0311,25.07,99,74,0.8,BR,1715328866
302,hadibu,12.65,54.0333,30.83,64,58,2.26,YE,1715328868
303,kitimat,54.0524,-128.6534,13.84,75,18,1.79,CA,1715328869
304,tadine,-21.55,167.8833,21.88,73,0,6.53,NC,1715328870
305,ancud,-41.8697,-73.8203,7.02,84,23,0.64,CL,1715328871
306,san antonio oeste,-40.7319,-64.9477,10.13,53,6,4.03,AR,1715328871
307,rasht,37.2808,49.5832,22.9,56,40,2.06,IR,1715328873
308,colonia,50.9333,6.95,19.58,70,0,1.03,DE,1715328874
309,laguna,38.421,-121.4238,19.4,66,0,1.54,US,1715328875
310,balkanabat,39.5108,54.3671,25.21,30,0,3.95,TM,1715328875
311,igarka,67.4667,86.5833,-0.55,99,100,5.81,RU,1715328877
312,necochea,-38.5473,-58.7368,7.13,65,80,4.53,AR,1715328878
313,ola,59.5833,151.2833,3.97,84,60,1.52,RU,1715328879
314,rongelap,11.1635,166.8941,27.39,74,100,7.71,MH,1715328881
315,nakhon si thammarat,8.25,100.0,29.0,76,100,2.61,TH,1715328882
316,fukuecho,32.6881,128.8419,21.2,64,20,4.63,JP,1715328883
317,buka,40.8108,69.1986,23.19,58,100,2.02,UZ,1715328884
318,vilyuysk,63.7553,121.6247,-0.56,50,100,4.02,RU,1715328885
319,fortaleza,-3.7227,-38.5247,27.07,94,20,4.12,BR,1715328885
320,isiro,2.7739,27.616,29.67,52,63,2.05,CD,1715328886
321,san clemente del tuyu,-36.3569,-56.7235,4.43,65,56,3.02,AR,1715328888
322,sur,22.5667,59.5289,34.13,40,0,5.46,OM,1715328889
323,grants pass,42.439,-123.3284,16.73,73,0,0.0,US,1715328890
324,kalyandurg,14.5452,77.1055,35.62,30,65,0.45,IN,1715328890
325,albu kamal,34.45,40.9186,30.83,14,98,6.75,SY,1715328891
326,kasimov,54.9411,41.3953,9.53,42,58,8.37,RU,1715328892
327,san sebastian de la gomera,28.0916,-17.1133,23.2,56,0,0.51,ES,1715328893
328,kharp,66.8014,65.8081,-0.16,99,100,6.22,RU,1715328894
329,newman,37.3138,-121.0208,18.31,64,0,1.34,US,1715328895
330,tofol,5.3248,163.0078,28.28,74,100,0.92,FM,1715328896
331,strathmore,51.0501,-113.3852,11.07,54,44,3.6,CA,1715328896
332,kashkhatau,43.3185,43.608,10.31,86,100,2.88,RU,1715328897
333,visegrad,43.7847,19.2992,15.48,78,89,1.72,BA,1715328898
334,bardai,11.65,7.2333,31.96,43,87,5.52,NG,1715328899
335,levuka,50.1834,-105.4011,6.84,65,100,3.77,CA,1715328900
336,nuevitas,21.5453,-77.2644,24.34,87,48,3.14,CU,1715328900
337,al kharj,24.155,47.3346,32.32,14,0,2.51,SA,1715328710
338,klyuchi,52.2667,79.1667,23.28,46,100,6.7,RU,1715328902
339,banda aceh,5.5577,95.3222,28.93,77,95,1.64,ID,1715328543
340,waddan,29.1614,16.139,20.27,44,0,7.88,LY,1715328904
341,weno,7.4515,151.8468,28.97,89,100,3.6,FM,1715328905
342,dwarka,22.2394,68.9678,30.54,69,0,6.2,IN,1715328905
343,tchollire,8.4022,14.1698,36.34,31,49,2.5,CM,1715328906
344,tangalle,6.024,80.7911,30.57,66,100,3.07,LK,1715328907
345,port macquarie,-31.4333,152.9167,17.16,71,75,1.07,AU,1715328834
346,mitu,1.1983,-70.1733,22.79,100,100,1.53,CO,1715328715
347,sao felix do xingu,-6.6447,-51.995,22.24,87,99,0.87,BR,1715328909
348,nadym,65.5333,72.5167,1.65,100,100,5.74,RU,1715328910
349,sechura,-5.5569,-80.8222,20.51,79,100,6.05,PE,1715328911
350,namibe,-15.1961,12.1522,23.85,71,74,2.25,AO,1715328912
351,chernyakhovsk,54.6335,21.8156,9.5,98,100,5.39,RU,1715328912
352,el sauzal de rodriguez,31.9,-116.6833,11.9,78,6,1.76,MX,1715328913
353,richards bay,-28.783,32.0377,27.92,37,0,4.13,ZA,1715328668
354,faya-largeau,17.9257,19.1043,39.45,8,54,6.38,TD,1715328914
355,pontianak,-0.0333,109.3333,32.77,66,75,4.12,ID,1715328800
356,cidreira,-30.1811,-50.2056,16.87,70,100,4.59,BR,1715328916
357,kinchil,20.9167,-89.95,28.04,80,88,3.84,MX,1715328917
358,peschanokopskoye,46.1961,41.0775,15.29,43,0,3.14,RU,1715328918
359,kailua-kona,19.6406,-155.9956,23.98,90,100,2.57,US,1715328919
360,manokwari,-0.8667,134.0833,27.34,84,100,1.68,ID,1715328920
361,azna,33.6095,48.9307,20.13,28,0,1.57,IR,1715328920
362,knyaze-volkonskoye,48.4642,135.4567,17.19,20,100,4.92,RU,1715328921
363,carloforte,39.145,8.3058,17.68,76,100,5.01,IT,1715328922
364,broken hill,-31.95,141.4333,15.06,66,0,4.65,AU,1715328923
365,clearlake,38.9582,-122.6264,16.76,55,0,2.14,US,1715328923
366,qarazhal,48.0078,70.7903,17.77,57,100,5.66,KZ,1715328924
367,tokonou,9.65,-9.7833,23.96,83,77,2.46,GN,1715328925
368,vorgashor,67.5833,63.95,1.0,93,100,7.38,RU,1715328926
369,mandan,46.8267,-100.8896,12.75,67,0,5.14,US,1715328927
370,palikir - national government center,6.9248,158.1611,27.41,89,100,2.06,FM,1715328928
371,tres palos,18.1833,-101.6167,22.26,59,98,1.0,MX,1715328929
372,simanggang,1.2472,111.4528,34.99,59,20,2.06,MY,1715328930
373,daokou,35.5639,114.5058,33.97,27,5,8.62,CN,1715328931
374,selfoss,63.9331,-20.9971,7.25,63,100,3.96,IS,1715328932
375,tshabong,-26.05,22.45,24.38,14,42,7.8,BW,1715328933
376,euclides da cunha,-10.5075,-39.0158,18.0,95,8,0.93,BR,1715328933
377,fort bragg,35.139,-79.006,20.11,90,0,3.6,US,1715328934
378,kerbakhiar,40.1067,46.0383,15.0,56,100,1.47,AZ,1715328935
379,dengzhou,37.8086,120.7508,23.19,40,76,9.08,CN,1715328936
380,mugumu,-1.85,34.7,22.98,68,59,2.53,TZ,1715328936
381,ebaye,8.7748,167.7392,27.79,84,100,9.46,MH,1715328937
382,iskateley,67.6803,53.1512,-1.66,95,100,11.62,RU,1715328938
383,igbeti,8.75,4.1333,29.25,66,100,3.96,NG,1715328939
384,zaozersk,69.4005,32.4476,-0.38,97,100,5.1,RU,1715328939
385,lusambo,-4.9667,23.45,29.71,59,100,1.81,CD,1715328941
386,nuku'alofa,-21.1333,-175.2,21.19,94,75,2.06,TO,1715328942
387,keflavik,64.0049,-22.5624,8.24,61,100,3.6,IS,1715328797
388,villa regina,-39.1,-67.0667,7.55,52,41,3.72,AR,1715328943
389,oguzeli,36.9657,37.5134,23.99,27,0,4.63,TR,1715328944
390,tsiombe,-25.3,45.4833,29.01,43,0,4.24,MG,1715328945
391,benton harbor,42.1167,-86.4542,10.89,89,98,0.45,US,1715328945
392,christchurch,-43.5333,172.6333,10.51,76,75,3.09,NZ,1715328886
393,taro,-8.3862,115.28,25.0,76,71,1.17,ID,1715328947
394,carutapera,-1.195,-46.02,24.63,94,96,1.9,BR,1715328948
395,inhambane,-23.865,35.3833,27.99,65,40,3.09,MZ,1715328949
396,queenstown,-31.8976,26.8753,27.02,26,2,11.66,ZA,1715328950
397,kingston,17.997,-76.7936,27.53,78,20,1.03,JM,1715328951
398,dukhan,25.4297,50.7858,27.87,47,0,7.84,QA,1715328951
399,puerto san jose,13.9256,-90.8244,27.76,75,100,3.03,GT,1715328952
400,kosh-agach,50.0,88.6667,21.84,8,76,1.34,RU,1715328953
401,luau,-10.7073,22.2247,24.77,45,100,1.8,AO,1715328954
402,bandrele,-12.9067,45.1914,30.86,66,40,5.14,YT,1715328954
403,galesong,-5.3166,119.3661,32.01,76,52,2.77,ID,1715328955
404,cortez,37.3489,-108.5859,5.57,66,0,0.0,US,1715328956
405,emerald,-23.5333,148.1667,22.97,60,96,4.94,AU,1715328746
406,lepsy,46.235,78.9456,30.9,20,6,4.76,KZ,1715328957
407,pastos bons,-6.6017,-44.0767,24.04,78,100,2.98,BR,1715328958
408,gua musang,4.8823,101.9644,30.57,82,97,0.57,MY,1715328752
409,sao caetano de odivelas,-0.75,-48.02,24.45,95,88,2.61,BR,1715328960
410,riosucio,5.4216,-75.7032,14.45,100,100,0.38,CO,1715328962
411,champerico,14.3,-91.9167,28.76,73,96,3.16,GT,1715328963
412,peniscola,40.3359,0.3613,22.22,60,83,2.81,ES,1715328964
413,kyabe,9.4515,18.9449,34.87,28,100,2.81,TD,1715328969
414,san felipe,10.3399,-68.7425,23.96,91,100,0.64,VE,1715328975
415,liminka,64.8099,25.4155,5.1,65,100,8.75,FI,1715328976
416,eforie sud,44.0229,28.6494,17.67,66,33,8.09,RO,1715328977
417,arkhangel'sk,64.5401,40.5433,0.06,86,100,4.0,RU,1715328865
418,doembang nangbuat,14.8333,100.1,36.81,40,78,4.1,TH,1715328868
419,saint-omer,50.75,2.1667,18.42,81,97,2.66,FR,1715328979
420,sona,45.4388,10.8255,21.59,41,20,4.12,IT,1715328980
421,mabaruma,8.2,-59.7833,23.57,98,99,1.05,GY,1715328981
422,tavda,58.0425,65.2726,4.83,54,100,3.13,RU,1715328981
423,millerovo,48.9226,40.3967,12.4,30,11,3.15,RU,1715328983
424,sydney,-33.8679,151.2073,18.13,89,75,2.57,AU,1715328397
425,whakatane,-37.9585,176.9854,8.62,81,3,3.79,NZ,1715328984
426,carbonear,47.7332,-53.2148,3.4,91,97,3.33,CA,1715328985
427,maintirano,-18.0667,44.0167,30.38,40,0,0.65,MG,1715328985
428,pacific grove,36.6177,-121.9166,13.99,87,0,1.54,US,1715328986
429,susuman,62.7833,148.1667,6.1,47,83,3.13,RU,1715328987
430,konongo,6.6167,-1.2167,26.82,79,100,1.39,GH,1715328988
431,urucurituba,-2.6833,-57.6667,24.19,95,100,0.94,BR,1715328988
432,djibo,14.1022,-1.6306,34.62,33,0,5.99,BF,1715328989
433,cadale,2.7603,46.3222,31.17,61,38,6.8,SO,1715328990
434,aktobe,50.2797,57.2072,10.05,27,0,5.0,KZ,1715328943
435,lucapa,-8.4192,20.7447,26.84,40,100,2.44,AO,1715328992
436,bel ombre,-4.6167,55.4167,31.91,66,20,7.2,SC,1715328993
437,north bay,46.3168,-79.4663,10.01,53,100,2.57,CA,1715328994
438,dryden,49.7833,-92.7503,9.16,49,100,3.6,CA,1715328995
439,hotan,37.0997,79.9269,33.42,8,8,9.34,CN,1715328996
440,kudahuvadhoo,2.6708,72.8944,29.22,76,37,4.35,MV,1715328997
441,barcelos,41.5388,-8.6151,20.94,62,83,0.85,PT,1715328998
442,lavra,41.2594,-8.7185,21.09,67,0,1.54,PT,1715328998
443,hobyo,5.3505,48.5268,32.45,57,78,3.65,SO,1715328949
444,callao,-12.0667,-77.15,19.84,88,40,3.6,PE,1715329000
445,yaya,56.206,86.44,20.98,43,100,4.9,RU,1715328808
446,frankfurt (oder),52.3471,14.5506,17.38,53,85,1.34,DE,1715329001
447,swan hill,-35.3378,143.5544,14.46,85,100,2.81,AU,1715329002
448,morioka,39.7036,141.1525,15.84,59,100,2.81,JP,1715328326
449,timaru,-44.4,171.25,7.82,73,5,3.13,NZ,1715329003
450,remuna,21.5261,86.8722,34.31,53,3,6.75,IN,1715329004
451,suwayr,30.1171,40.3893,32.52,13,0,7.19,SA,1715329005
452,boa vista,2.8197,-60.6733,22.99,100,75,2.06,BR,1715329006
453,lospalos,-8.5186,127.0025,25.09,83,43,4.53,TL,1715329007
454,barkot,30.8167,78.2,27.22,49,67,2.47,IN,1715329007
455,cabedelo,-6.9811,-34.8339,24.37,84,89,4.8,BR,1715329008
456,albertina,-22.2008,-46.6158,14.62,84,0,2.19,BR,1715329009
457,howrah,22.5892,88.3103,30.0,70,75,3.09,IN,1715328754
458,lezoux,45.8269,3.3792,15.79,67,0,1.54,FR,1715328836
459,ust'-ilimsk,58.0006,102.6619,11.91,35,77,1.79,RU,1715328789
460,enewetak,11.3474,162.3373,27.56,79,100,7.33,MH,1715329012
461,sos'va,59.1766,61.8558,2.81,51,100,5.36,RU,1715329012
462,battambang,13.1027,103.1982,34.66,49,100,1.33,KH,1715329013
463,churapcha,62.0025,132.4325,4.52,41,100,2.32,RU,1715329014
464,eraan,9.0629,117.7016,32.73,57,52,1.79,PH,1715329015
465,road town,18.4167,-64.6167,27.02,76,3,5.49,VG,1715329016
466,corner brook,48.9667,-57.9484,4.09,86,100,2.22,CA,1715329017
467,yeppoon,-23.1333,150.7333,21.88,77,23,6.24,AU,1715329017
468,novaya igirma,57.1334,103.9112,12.08,33,30,2.37,RU,1715329019
469,ta`u,-14.2336,-169.5144,27.94,81,70,3.86,AS,1715329020
470,wick,58.4333,-3.0833,11.03,100,40,1.54,GB,1715329021
471,nanfeng,23.7434,111.7959,27.17,82,96,2.58,CN,1715329023
472,lompoc,34.6391,-120.4579,12.66,95,0,2.06,US,1715329024
473,howard springs,-12.497,131.047,33.32,63,40,1.38,AU,1715329025
474,la sarre,48.8002,-79.1996,2.75,80,5,2.39,CA,1715329026
475,natal,-5.795,-35.2094,24.36,94,40,4.12,BR,1715329027
476,shajiang,26.7825,119.9669,22.35,70,15,0.82,CN,1715329027
477,huancavelica,-12.7667,-74.9833,2.7,90,79,0.29,PE,1715329028
478,mahalapye,-23.1041,26.8142,22.68,29,0,3.01,BW,1715329029
479,san pedro pochutla,15.7333,-96.4667,24.28,72,100,1.21,MX,1715329030
480,bangui,4.3612,18.555,29.1,74,0,4.12,CF,1715329031
481,bridgetown,13.1,-59.6167,27.27,83,20,6.69,BB,1715329032
482,ofunato,39.0717,141.7167,16.75,57,100,2.04,JP,1715329033
483,papao,-17.75,-149.55,26.82,79,12,5.52,PF,1715329034
484,forster,-32.1667,152.5167,16.88,100,100,4.36,AU,1715328908
485,tralee,52.2704,-9.7026,15.14,72,0,1.54,IE,1715329035
486,gulf shores,30.246,-87.7008,27.41,79,75,5.66,US,1715329036
487,santa elena de uairen,4.6167,-61.1333,20.49,96,100,0.91,VE,1715329037
488,prince rupert,54.3161,-130.3201,9.83,91,100,3.09,CA,1715329037
489,tenno,39.9,139.9667,18.56,75,100,4.56,JP,1715329039
490,ormeau,-27.7833,153.2667,20.93,77,41,2.67,AU,1715328974
491,bandar lampung,-5.4254,105.258,30.9,67,71,2.85,ID,1715328541
492,remire-montjoly,4.9167,-52.2667,25.02,100,100,0.0,GF,1715329042
493,kalengwa,-13.4659,25.0027,24.93,39,8,3.25,ZM,1715329043
494,yorosso,12.3536,-4.7761,32.23,41,100,4.99,ML,1715329044
495,taoudenni,22.6783,-3.9836,34.51,7,90,7.69,ML,1715329045
496,raseiniai,55.3736,23.1217,8.84,98,100,5.1,LT,1715329045
497,soc trang,9.6033,105.98,34.07,51,70,6.35,VN,1715328988
498,nantucket,41.2835,-70.0995,9.08,88,100,2.57,US,1715329047
499,newtown,-33.8984,151.1775,17.86,88,75,2.06,AU,1715329022
500,eyl,7.9803,49.8164,31.39,66,74,4.04,SO,1715329049
501,zlocieniec,53.5329,16.0113,13.72,83,99,2.71,PL,1715329049
502,saint-lys,43.5167,1.2,18.96,64,0,6.17,FR,1715328804
503,sokol,59.4617,40.1206,4.71,41,100,7.85,RU,1715329051
504,hargeysa,9.56,44.065,28.86,38,34,2.51,SO,1715328952
505,bayganin,48.6947,55.8742,12.85,32,66,3.4,KZ,1715329052
506,kovdor,67.5662,30.4758,-1.71,85,99,4.23,RU,1715329053
507,belel,7.05,14.4333,26.82,50,90,3.02,CM,1715328763
508,phumi veal sre,10.9808,104.7783,36.6,37,69,1.62,KH,1715329055
509,caldwell,43.6629,-116.6874,14.07,66,75,3.6,US,1715329056
510,itoman,26.1247,127.6694,27.43,53,75,5.66,JP,1715329056
511,helena valley southeast,46.6153,-111.9216,6.63,91,0,0.89,US,1715329057
512,bon-encontre,44.1852,0.6676,17.02,72,0,4.12,FR,1715329058
513,la'ie,21.6477,-157.9253,22.98,88,48,1.79,US,1715329059
514,morant bay,17.8815,-76.4093,27.79,88,62,2.96,JM,1715329060
515,asau,46.4333,26.4,15.71,49,13,2.9,RO,1715329061
516,vanino,49.0869,140.2543,11.63,58,21,1.99,RU,1715329061
517,puerto santa,-8.9906,-78.6456,18.41,92,100,4.84,PE,1715329062
518,belyy yar,53.6039,91.3903,23.94,25,0,4.0,RU,1715329063
519,amga,60.8953,131.9608,5.67,38,100,2.5,RU,1715329064
520,cromwell,41.5951,-72.6454,10.58,91,100,0.0,US,1715329064
521,palmer,42.1584,-72.3287,9.75,79,40,0.45,US,1715329066
522,buala,-8.145,159.5921,26.39,90,100,5.23,SB,1715329067
523,belokurikha,51.9959,84.9896,28.42,29,64,6.81,RU,1715329068
524,aykhal,66.0,111.5,-5.85,83,100,5.08,RU,1715329069
525,port douglas,-16.4833,145.4667,24.14,84,96,6.58,AU,1715329069
526,dobropillya,48.4615,37.0852,12.81,30,11,2.37,UA,1715329070
527,wuyang,31.9925,116.2472,31.43,36,73,2.75,CN,1715329071
528,hami,42.8,93.45,28.26,12,0,1.55,CN,1715329072
529,shimoda,34.6667,138.95,20.61,67,0,4.61,JP,1715329073
530,tazacorte,28.629,-17.9293,20.54,56,0,5.66,ES,1715329074
531,bikenibeu village,1.3673,173.1241,27.98,89,40,1.03,KI,1715329074
532,goris,41.9842,44.1158,18.86,58,97,4.56,GE,1715329075
533,chabahar,25.2919,60.643,30.41,60,0,5.06,IR,1715329076
534,guanica,17.9716,-66.908,26.65,67,0,2.36,PR,1715329077
535,mumford,5.2618,-0.759,29.35,76,100,2.99,GH,1715329078
536,yaren,-0.5472,166.916,29.08,65,85,0.61,NR,1715329079
537,puquio,-14.7,-74.1333,11.97,69,31,1.85,PE,1715329079
538,sangmelima,2.9333,11.9833,25.57,81,93,1.07,CM,1715329080
539,charters towers,-20.1,146.2667,24.21,50,93,3.67,AU,1715329081
540,porto murtinho,-21.6989,-57.8825,17.18,98,2,0.47,BR,1715329082
541,bambanglipuro,-7.95,110.2833,29.62,72,21,6.59,ID,1715329084
542,merizo village,13.2658,144.6691,29.43,87,94,6.56,GU,1715329086
543,nouadhibou,20.931,-17.0347,19.99,77,20,7.2,MR,1715329088
544,sept-iles,50.2001,-66.3821,5.03,71,40,3.09,CA,1715329092
545,salair,54.2312,85.7972,21.8,47,100,4.82,RU,1715329094
546,el granada,37.5027,-122.4694,16.9,76,0,0.45,US,1715329096
547,sarmiento,-45.5882,-69.07,1.97,98,100,5.67,AR,1715329097
548,darwin,-12.4611,130.8418,33.36,57,0,4.12,AU,1715328802
549,ts'alenjikha,42.6044,42.0682,21.8,50,99,1.15,GE,1715329098
550,jobner,26.9667,75.3833,40.68,10,5,6.23,IN,1715328959
551,dauphin,51.1494,-100.0502,10.08,76,75,4.12,CA,1715329100
552,ca mau,9.1769,105.15,34.47,48,62,5.82,VN,1715328895
553,okhotsk,59.3833,143.3,-0.04,99,100,4.55,RU,1715329101
554,kurganinsk,44.88,40.5986,11.77,70,81,5.31,RU,1715329102
555,souillac,-20.5167,57.5167,28.21,61,75,6.69,MU,1715329103
